10000 40000
9333 3887 10
9277 9133 -4
908 7873 13
4967 9442 -10
3529 145 -10
2447 5843 -18
7156 8911 10
9100 6273 3
1408 5971 -16
1121 1845 11
8949 57 13
887 7704 -13
8197 7480 5
8289 5660 -8
1338 5945 -16
1989 1128 -7
7449 7522 -20
1452 1160 8
5150 1874 6
146 8914 13
8420 9256 17
3601 1363 15
5004 7756 13
7777 1480 -12
7736 5268 13
4188 9884 -7
416 9370 8
7711 7110 -1
1094 1767 -6
7136 2173 19
5238 971 2
7640 9441 9
6528 7165 15
8914 4030 18
4751 970 0
9011 1078 -19
544 1784 -1
1947 4307 4
2824 1259 -16
6637 5541 10
8725 7253 -13
229 2937 -5
3522 5286 -4
4129 735 11
4487 5074 20
9501 6299 1
7478 4235 5
2932 7271 -7
8940 6186 8
3046 9372 15
4505 9514 -17
3684 5437 -4
5241 8864 -10
882 4031 0
1853 304 6
6584 3859 -10
4467 3495 14
8926 6398 19
6820 9819 -11
9057 3941 18
769 1607 -18
2370 607 12
4479 2246 -9
5627 6709 2
6933 1109 0
7464 3346 0
7714 4208 -4
9433 6844 1
4796 5331 16
8781 8971 -5
4002 872 19
9142 5183 13
6113 9744 -11
3600 3937 8
6894 7010 18
3935 937 18
8015 5324 -5
6979 6705 14
8831 936 16
3103 6017 -18
7695 5071 -2
3451 6930 15
8649 7085 18
1081 140 -5
7746 1278 1
4848 4692 9
9948 8519 10
5083 4196 10
119 4927 -2
9950 8588 3
9034 8255 17
9475 4686 14
4333 2711 18
4499 6216 17
4790 2349 -17
6286 4474 -13
140 303 -17
6777 3027 11
614 4813 -18
6179 9241 -7
4701 3307 -2
8092 1770 9
9910 2017 -2
5835 3562 6
7566 3999 -15
1149 7970 11
7475 530 20
9655 6016 3
9789 4600 -4
4039 5244 0
212 729 -19
5719 7031 -1
2506 9950 -2
1142 536 -1
3503 6500 -6
2119 1268 -15
7311 1548 2
7637 791 3
1827 9712 -16
2392 5784 20
2823 1165 -2
7308 5893 -18
9053 4472 -8
2200 2477 -13
3279 542 -20
3464 6351 9
442 4404 -7
1284 4831 -17
9625 884 5
2923 4144 -10
2758 8063 15
4456 113 5
9657 2952 8
343 5145 12
2445 1043 -16
9609 6368 11
1684 4669 7
8546 9257 3
8965 6832 19
377 3713 -14
2629 1918 -14
2643 6369 20
3191 1283 5
8120 9395 16
6027 9123 13
3627 2716 -5
7988 7581 -3
611 5193 7
9001 8824 5
6093 5022 9
4313 917 -6
5754 5256 -9
109 4829 -5
5156 7340 5
3778 7417 -13
7529 7045 8
4895 1199 -16
1197 2839 -11
6295 4129 -11
4374 476 12
5429 4774 12
1628 7260 -17
2959 551 7
5705 8666 13
270 1521 -15
6222 9661 -12
9794 1437 4
5494 4604 12
5691 1747 14
8364 4749 -7
4839 5260 11
8504 8809 9
2465 6799 -10
6216 7770 20
9145 566 13
4139 1793 13
1920 1246 17
2877 4588 1
2823 4840 16
9642 521 11
2038 883 -19
5213 9932 -10
4324 2867 17
1365 7326 18
6127 8810 -8
7999 7263 13
1831 6837 -12
4575 5752 -6
6334 5650 6
970 3414 19
6898 7773 3
6243 9035 18
1453 641 10
5311 9678 -19
4176 5902 1
1562 5758 20
8122 5881 11
6264 1698 -9
9380 8896 0
3477 32 -3
7915 4347 18
1851 7951 0
6898 1043 -12
232 9176 -8
6966 5148 13
2250 417 -13
9697 5055 1
3789 4236 -12
858 7535 -1
5368 1128 11
823 4841 9
1213 2697 -20
8062 5521 15
6046 6029 10
6267 114 19
7237 5326 8
6318 7728 17
6339 2404 -5
2865 1959 6
6463 8477 4
300 5400 15
8356 5680 -6
2057 9820 8
74 1801 14
6341 8180 -6
2754 1107 18
1210 6106 12
9187 9235 16
9281 2549 8
8377 9300 19
1071 1267 -15
329 7082 6
5464 1462 1
2623 7346 19
843 6310 -16
7944 9014 8
1031 3503 -8
4072 9913 0
4305 795 15
4147 3753 18
4115 2354 15
8982 4953 18
1681 7005 19
7952 6729 13
3828 3689 4
8521 6249 9
7760 1136 -4
6485 9894 -11
841 8621 -6
750 9613 -18
2228 2964 0
1428 5150 -14
9975 3361 -10
2688 9185 13
1921 7496 -12
6307 4753 10
3473 8211 17
448 4351 3
5266 572 -4
3106 2288 -7
9038 6874 15
4046 2756 20
4755 7097 -17
6783 4081 4
2450 3162 -4
4164 2175 -14
4675 1333 18
1953 2385 3
885 2725 4
6014 2631 -13
970 7020 -13
3015 1499 -7
6163 1885 -5
5462 8365 13
2593 7013 -6
3567 1477 -17
4716 7440 9
703 9944 14
5629 8686 20
8681 3649 15
1313 8475 19
2453 2159 2
5498 3490 -17
19 9324 12
9391 4011 -12
7358 1558 14
5661 2506 1
1076 8948 -14
8505 7152 19
2636 6185 13
1023 2082 19
3297 2894 -13
4350 9892 -19
5192 7331 -13
8279 665 -12
3602 6123 -8
6545 1439 17
9488 1954 14
7652 7478 2
9974 4011 -7
2433 1728 3
6115 8199 -16
4126 5369 -12
7020 7743 6
7867 2093 -1
6671 753 15
8671 229 8
1807 2352 9
5230 6244 12
5573 6760 5
409 6963 -13
8857 7884 -19
5422 6876 -17
7849 2012 -4
9831 7775 -1
1935 5283 -15
9030 5931 -12
9054 1128 7
6367 9026 8
1878 3609 -11
512 1137 -16
7441 4015 -12
554 2549 -6
2374 7289 2
1602 5765 7
8682 333 1
8101 5810 -7
6353 8831 12
3215 9655 0
5637 3018 0
3274 7503 14
380 1063 -6
1514 955 -1
9993 2429 2
6553 2149 5
3253 943 -6
4308 3468 5
4238 1545 16
7167 4140 -13
687 5819 4
7906 8318 -16
203 8055 20
3398 3957 20
6114 8409 -2
2128 6456 -16
7588 9474 -9
9583 5423 -16
9814 4481 5
7758 2477 -7
6514 2021 17
3891 8583 -19
8466 1478 -17
3528 3972 -5
9122 101 19
6284 5060 -11
1454 5723 10
3608 8294 6
3103 469 -16
3937 5924 20
9740 2492 -17
6530 838 5
1223 306 -13
8 2481 -5
8569 7555 18
9930 8606 -5
9761 4180 8
3864 9465 -3
1290 8863 12
6422 7024 3
5715 462 -10
8657 8691 -3
5638 620 0
5228 2792 8
9465 7749 7
4377 7557 -6
4080 1624 6
1615 6626 -15
7020 3617 20
6529 844 -15
1115 7056 -8
1089 3191 -3
2852 1750 15
920 2449 16
4383 972 10
3717 6228 2
1370 688 8
9010 4506 -2
6628 9643 17
7637 2394 10
6719 5559 5
1724 9293 -7
4269 50 4
9887 4830 19
7463 5299 11
9804 1208 -20
6291 804 -6
1316 7231 3
1059 9414 -16
3260 2519 14
5890 2505 -11
8053 3827 -2
536 3955 17
9495 5453 13
2901 3447 -6
9429 8761 -8
5182 8588 4
6651 3937 -1
4245 9033 11
8718 2905 -20
1721 5166 0
3974 4944 16
224 6053 -14
3172 1126 5
3679 7591 1
5339 3535 -12
158 8364 15
1956 7020 -4
7366 514 10
7141 8630 10
7600 6913 -18
242 1026 -5
6894 3450 2
2719 2919 18
9335 1153 4
1589 741 3
9079 4971 19
8426 5911 -11
4552 1361 8
7261 4324 -16
1281 9934 -10
2486 180 13
3085 4114 -14
9051 5762 12
1176 3448 -17
5343 5899 3
2925 3442 6
482 3019 12
1167 3533 4
4141 5699 -5
9807 3394 18
7399 9241 15
4269 7632 -7
7598 4565 7
2852 8014 13
9561 962 18
583 7396 4
7639 7536 11
5104 4875 4
145 9550 -17
9044 5208 5
9108 8960 6
6210 3712 9
2092 1445 -18
7411 4548 -1
432 7544 -12
6071 7779 12
1646 6161 8
9635 5509 9
6040 4026 13
1068 2242 -5
6465 8826 -11
7464 3378 -11
3756 8785 -14
8576 3148 -17
9270 6975 4
7265 8292 7
3138 7113 -13
5383 1500 -5
488 6053 5
9719 8725 -4
2128 7741 0
1300 9416 19
8884 9178 -8
1377 8289 -10
7604 3008 -11
6345 9609 -6
4141 7472 -17
4434 7151 -15
1105 5982 8
2834 9785 -8
5521 1481 18
2643 1438 -1
5304 2288 15
6744 5166 2
8397 277 16
3412 7493 -16
5384 1467 -5
3262 9225 11
9151 8754 -8
6100 5504 6
7878 2565 -4
7446 2466 4
7364 1627 17
1283 9787 -13
9457 5557 7
7430 4426 -13
9804 4094 -20
3000 1115 -18
6640 5341 5
8865 4806 15
4702 4467 -7
6768 8329 14
9667 9918 -18
8876 1182 8
7113 5730 16
6027 6111 18
1019 4808 -20
3648 2261 17
8132 4996 -8
2852 3538 -2
4332 6670 2
2434 8065 -10
3099 7394 -15
6687 2635 16
5680 4125 20
9173 3870 -12
2117 4414 -15
1423 7982 18
1884 352 -19
1542 5067 -5
3464 4529 -6
2711 8262 6
4971 4701 -16
9665 7666 11
5825 4471 15
8243 8637 -7
8098 1365 12
3571 626 -17
3772 1448 9
5677 2695 -4
3384 276 20
4036 9782 13
6131 9025 5
7534 7267 3
7367 5121 -6
4608 2813 12
9669 2956 15
8579 5165 18
8233 1984 -19
1980 1194 -15
8590 5853 -8
1945 176 11
1607 3513 7
2753 7587 -17
3674 3882 19
4393 1499 -3
3435 2171 7
5617 7721 18
4706 763 12
2631 7307 -12
9246 9242 3
9232 4848 9
1497 8709 -13
5033 9073 -4
5413 1563 -18
3508 9748 5
4275 7363 18
4090 6136 14
6116 8938 0
2945 2385 14
2299 1365 15
7234 1895 -17
8386 2828 11
779 3573 14
9562 4912 -11
1781 7714 -19
8299 6802 12
7044 4788 9
2218 5225 -18
7605 6262 -9
4582 3178 -19
9572 5138 -7
6911 7856 -9
2629 3762 -7
2102 2880 12
1278 4812 -6
9358 5238 8
5807 2644 14
7015 7865 15
2531 3240 -14
1757 5455 -17
6459 143 12
9992 8857 -13
9480 6861 -20
3607 6507 -8
1500 3948 7
9837 6716 5
9174 3428 12
4378 4021 -10
6779 836 -4
550 2200 -6
1688 7237 4
2332 6649 5
125 5500 2
5519 4321 -16
4983 2050 -11
7375 8123 -10
3077 5308 -18
3752 9063 -4
98 8185 -4
6961 575 -7
2703 9023 12
8032 3661 16
1234 7698 -16
1162 6612 0
3026 7868 9
4961 4293 -14
8011 7586 -15
7733 3375 -10
2139 8664 -2
6083 662 -7
3345 1689 -9
5411 7098 10
2095 6083 -6
9998 1053 -2
4870 4776 -1
5741 4278 -14
598 4837 -16
3560 3731 9
1689 1046 14
5942 5147 3
3014 1907 17
8473 9709 -12
6674 700 6
8256 1165 7
636 4950 -5
5880 6049 -6
3556 4164 -15
3300 3288 -18
1308 635 -9
3884 9139 17
9940 7697 -3
518 5724 0
1743 7351 -7
2736 5265 20
9013 9344 5
2714 1482 -6
9749 417 20
3912 8911 16
686 1209 9
5996 3986 -2
7980 0 12
8587 276 12
7421 9029 18
2963 6190 -16
905 487 19
6083 1487 -7
6334 559 5
7443 6957 -7
8368 6803 10
7250 9222 12
502 5300 -12
5162 3136 16
7040 3982 19
4045 7751 3
2929 8388 15
3280 4083 -20
37 7694 -11
6757 7972 3
7952 8655 -19
2893 6418 -7
6449 7657 -7
6539 1786 -7
7279 6125 6
9544 3753 17
5020 2910 5
9288 9347 -3
9523 8912 -19
5678 9613 6
2422 2056 -13
397 3718 -15
4274 5880 -12
9800 9506 7
190 5204 -4
7323 4747 20
1488 8 20
9706 9896 3
9932 1942 9
991 1797 -6
5945 3820 6
9641 5317 15
790 3063 -16
7137 7706 15
9329 1748 -11
5695 6057 -4
5292 2066 15
6789 2395 1
3416 5055 -17
3528 1938 -11
6866 6417 1
2988 6383 -14
6467 1257 0
4434 4307 -4
554 4950 -18
323 6440 17
9624 6282 12
7936 7944 -14
8932 3590 6
5671 182 11
2347 4561 10
2327 7171 18
960 4614 16
3192 3919 -3
4009 7835 -20
3047 420 12
2035 2949 1
19 885 18
5819 160 7
6312 4044 -8
6508 7729 11
4441 2888 -18
7217 8047 -12
672 6213 1
2183 4606 -8
5307 6415 3
8883 3416 -20
8187 9261 -15
1655 7277 -20
6465 696 11
6947 2154 6
8243 1404 11
9697 748 10
1784 6844 -2
8135 2326 8
7197 4887 17
7563 9139 2
9641 8845 -2
5091 7546 1
121 521 -13
4984 5328 12
2453 3674 -4
8071 5981 -4
6744 1098 19
7486 4879 -17
749 2039 1
9059 7064 -14
9289 3449 5
8513 8481 -16
5199 2735 15
3189 8010 17
7293 8043 -3
2714 2329 16
5496 7499 -20
5062 3081 1
3472 4762 -18
4460 4082 4
5101 350 -1
8754 5321 2
213 5137 1
5429 9302 -9
5107 448 -19
3200 4700 18
9470 5171 -13
1184 4701 18
1310 1358 2
3773 1129 7
1121 3941 12
1303 2328 16
1500 318 17
8319 1454 -2
6711 5345 -16
8536 559 8
1729 1238 15
8774 4746 20
88 2136 -12
8587 4761 9
8590 7901 -4
9913 579 15
3686 628 10
4574 1383 3
5657 1752 -8
3459 4956 5
9120 3916 6
1932 2345 8
6186 7097 19
4482 4350 13
1580 5607 9
5645 4451 -10
8885 3442 8
9888 657 -20
3217 3713 4
6214 9025 -12
7461 8343 19
5353 9631 10
5042 791 7
4302 283 19
7064 2152 5
2425 202 4
8369 8207 -13
5889 8258 -4
304 5835 -6
3093 5884 14
7171 509 -20
1629 7546 2
9128 494 -17
854 3100 -4
8935 5957 -17
2672 8612 2
7852 9700 3
6109 8497 -16
6947 8726 5
1009 821 -3
3471 23 -13
3799 6052 19
663 4843 4
6475 268 7
2844 9136 -4
100 2109 2
8534 9329 -13
9050 9063 18
6421 666 -7
1413 3125 19
3100 9355 -9
5630 199 17
4067 2097 19
430 7738 -19
5836 1979 -17
9859 301 5
5956 9072 18
7700 8080 -7
9545 2682 15
1124 2298 -14
3017 3316 -1
952 7528 -6
8344 5865 -6
6186 9931 -8
9302 7519 16
339 8757 -1
2196 7061 4
5638 9862 -2
8146 5222 17
3699 5151 0
4909 5391 20
6056 5952 17
3635 3731 8
1858 3068 12
778 1807 14
1328 7476 -11
6768 515 17
8965 502 5
1486 5237 -1
9973 9771 -3
3198 2309 -9
6625 5164 -7
1412 8360 -12
6449 8860 14
228 5761 -10
8936 7668 2
6929 7785 2
5841 2308 -13
9076 6212 19
2070 1439 -20
674 2282 9
7583 9364 -6
4253 4628 9
7368 6054 12
8563 3177 16
2327 7144 -17
4802 3744 3
1211 805 -6
4266 3454 10
2338 2689 -9
5232 1468 5
1092 5601 9
7303 899 16
5111 1843 15
7877 1020 -16
1259 2026 15
6722 7900 14
4133 1536 -19
8769 67 -1
2812 4537 -20
8733 9660 20
2280 6470 7
1315 630 -14
294 7552 -9
1115 2977 -4
3572 8770 6
881 4636 -11
9091 621 -17
7698 8227 6
2959 802 -16
2486 1779 4
1747 5232 -3
4413 5967 -14
2279 6988 9
8891 4069 10
959 6719 11
7281 5456 -7
1584 60 2
9303 9878 2
4280 1434 -14
5283 5968 -6
3133 359 18
6694 1934 9
5805 874 -19
1213 7787 -15
7661 5969 10
5458 4186 -1
1970 9652 6
7246 3977 -6
313 7709 -10
9556 7035 -12
486 3025 -2
4529 5850 -19
6534 6549 -3
1282 5814 -12
5605 1649 -5
7387 1932 -16
1515 3522 3
5855 7112 0
3943 153 -4
4164 3975 -18
3558 464 -15
2318 3634 -14
8838 7178 -17
5368 514 1
2554 7672 -3
160 3003 -13
6759 8986 -11
7961 6610 -14
4734 6781 -16
9796 6525 11
5917 8287 -2
7542 9827 8
2601 8626 -3
3471 5624 -5
6644 9873 10
313 1834 -18
3760 8764 0
9361 5555 -5
1861 2536 20
2800 6327 7
9466 8665 -19
7442 6558 -1
5696 93 17
4513 8260 2
4974 3143 11
5991 3502 -1
2286 6099 14
8550 9842 -16
9465 8288 11
5431 1478 2
1568 7779 -13
6281 2901 1
708 4936 11
5821 7724 -17
524 5197 -20
92 7257 3
2691 6725 4
3452 9889 12
1572 8161 -10
9276 2677 -4
9087 1770 -11
8221 4319 3
6084 7475 -11
8476 6367 -17
6686 8482 20
7553 2799 6
4608 549 -10
352 2948 -14
1795 3963 9
6931 9505 -15
6312 5817 5
129 6534 13
1813 4074 19
4756 9840 13
9561 3160 11
1500 6814 12
3934 489 3
7188 504 11
2251 576 -2
6453 1515 20
9816 8671 1
3915 3504 -5
1371 5870 11
1142 8291 -2
7622 4908 6
588 1457 10
5083 8227 -1
4299 4591 17
1936 7137 -12
5103 844 -18
8115 1837 19
2683 3046 18
8965 7820 -16
1944 1373 -13
6878 2938 3
8765 9112 7
328 9684 -10
4783 2401 9
7598 740 10
369 2991 4
6438 4625 -14
3081 5483 7
9271 5436 11
4728 6328 9
8545 6843 16
5447 3242 5
1325 3861 -15
3475 8316 -4
9571 9499 7
2350 634 16
7647 5362 -9
5212 1082 10
3063 8859 -5
9807 7418 -3
9755 9847 11
7452 9480 5
2950 9775 1
4247 4322 -10
8882 8561 -16
8765 4521 7
184 231 -13
7439 4371 17
8125 5299 -16
7507 6688 0
5760 2884 -8
3142 5337 -20
5812 868 8
9451 5345 -18
4562 7060 -14
5145 596 -8
5265 6160 16
119 9098 17
9066 8003 -17
1330 3081 -18
3599 5298 12
9248 1870 -20
4217 1510 -14
4037 7421 6
4399 5986 -20
8433 4287 2
9300 2645 14
885 7794 -11
827 2612 20
834 2025 -1
336 9029 -4
1350 5421 6
543 7292 -3
3891 277 19
2110 6178 8
7144 9490 1
7524 170 18
6415 8287 3
1448 5129 15
9772 8541 -9
4955 285 -18
6409 5663 6
1788 9599 13
2417 7884 -3
6621 3779 18
588 7480 -4
4252 5150 -11
6039 3109 12
3896 6642 -12
4157 8860 -14
6683 7165 18
6146 10 -9
7588 2594 -18
1732 2060 -14
2851 3814 17
3367 6969 0
3277 3802 15
2260 8390 17
2152 585 -6
7202 4420 12
2745 7766 -9
6101 1675 -3
9765 7526 -3
2058 3375 8
7274 1767 3
4369 7428 4
6977 8127 15
8817 1953 5
144 5932 20
874 4565 -2
2792 6262 -13
2561 1287 -15
979 1732 -4
6694 8116 17
9826 5666 8
5351 448 -6
2120 6576 5
545 3115 4
1815 6217 7
1303 8955 15
3639 9079 -11
270 3416 -19
8226 9044 8
9786 7027 2
5412 2397 -3
9302 3307 17
5428 1544 -19
5249 3475 5
4109 2736 8
8599 4954 14
3705 6813 -9
2666 8013 5
6416 7664 -11
151 4732 -9
3131 5279 1
2178 4049 -3
8610 577 -4
2690 6589 -14
710 4585 -14
8611 4679 13
8982 3291 -9
5276 1310 10
5852 1619 -17
576 3723 3
8674 3487 -19
6445 9734 7
7123 2370 -17
6432 2345 -8
3077 7688 -14
3186 5994 -11
9426 837 -1
8222 2247 -12
9739 8748 -17
9044 6671 -17
3795 7679 -18
4840 3557 5
4532 7905 -18
6843 4446 9
1068 9907 -11
7086 9870 3
8453 5942 -13
9068 5449 8
44 5688 13
2299 2187 -5
913 7092 7
6966 8529 -14
7278 6424 -16
8127 4324 -17
4061 2367 16
1827 8334 -5
5562 9873 10
5788 3598 -3
668 1667 15
1544 7369 15
4562 3393 -18
5965 5205 9
2362 9269 -5
8609 5803 -10
7943 2155 -13
3589 412 0
8127 7142 -19
4008 696 -16
7662 7608 19
1815 9365 20
3750 6122 -4
5456 4850 1
5041 2744 6
8852 7394 19
1631 5197 15
4953 7337 -10
531 2056 -17
9574 5913 -4
1927 8509 -7
7032 3526 11
6264 6139 -10
2797 8429 5
973 4502 -20
2516 5722 3
9827 7766 18
9660 7559 -19
172 3358 6
7729 882 12
7788 7587 20
5234 9583 8
2625 878 15
3571 1321 -5
1021 4255 13
8834 7880 2
6162 4829 3
3798 6896 17
5831 3233 -18
3995 7467 -11
7111 8620 -10
995 7498 13
8075 1044 16
5832 3442 -9
8991 1480 13
2497 7316 6
4916 1252 0
3813 893 7
550 7329 -15
828 2742 2
4122 7631 -19
2169 7372 -11
628 73 17
8307 9659 -4
6256 7205 -12
5886 98 5
6495 4166 19
2523 7085 3
6826 9166 -12
3817 7054 19
2262 1202 8
201 9643 8
6173 1442 -13
4445 5105 20
517 9763 7
1701 5707 18
5641 598 -20
1433 9283 -20
1236 269 20
2990 5217 -9
626 2908 11
775 7811 -7
3031 3187 -3
2577 8143 8
9758 3179 10
8733 3102 -12
8767 3658 -3
5850 2970 6
3610 428 -10
3903 5007 16
4878 5584 -13
9017 8797 9
9309 9936 -8
5830 756 13
9813 7094 -15
2662 711 1
395 201 -2
7572 9264 10
3822 369 11
9235 6664 10
833 5771 4
1740 5604 -14
1996 8919 -16
4676 22 5
8093 691 -14
9807 5609 3
3467 1394 1
1160 4710 15
2898 5567 -11
6623 8542 5
1608 3489 5
9559 1936 -7
2190 9245 -17
3803 723 16
8921 1091 12
4524 2480 -14
1705 9517 19
3298 8091 2
2588 8923 4
767 5298 19
4493 3519 16
1001 4859 8
7952 1380 14
8108 4498 -4
4542 2346 17
9475 9106 11
5836 2120 -14
5069 6702 -20
6545 2647 -10
4512 9177 -1
1515 6126 10
7897 993 -3
5969 9843 -6
3083 3664 -8
5097 8326 15
1137 1995 -3
4427 2115 1
5642 7576 13
814 5400 -20
8582 768 -3
6919 2679 1
9958 5496 -14
8152 647 0
6948 8665 6
9362 4550 -15
6740 343 7
6853 4893 -15
2193 4946 -20
2919 6695 -11
1903 2316 18
1006 4638 -15
9719 4319 -7
5216 6339 -17
2993 8421 0
4900 2112 7
5596 6192 6
879 933 -13
1889 182 -4
5269 3595 -17
4612 44 17
5005 3206 16
255 8677 16
1072 566 -8
6999 2911 6
4206 8966 14
157 2731 -12
7723 2703 11
4955 210 -16
6510 8263 -20
4876 1067 -17
138 8982 -17
3521 7869 -19
6459 4041 -20
4008 5754 16
8726 203 2
6013 1918 7
9550 4974 -13
8762 4473 12
3106 6736 9
4851 5545 -20
8697 1495 13
7710 2623 -4
5963 4952 14
3954 1609 -9
1497 395 12
5706 7720 -1
4571 2539 -11
9678 6204 -12
7100 1576 13
7150 5070 4
399 6750 -2
1924 1407 20
8489 2959 -12
1057 3237 9
4448 7051 -12
9171 9542 -11
2280 4870 12
5215 3315 1
5554 8783 -11
7952 5967 5
5524 3123 7
2742 9874 5
8829 4105 -14
6416 5318 16
8895 9534 -5
7036 1568 20
9512 7584 -12
2766 5783 16
6311 6826 7
8531 8748 -9
277 9210 12
9548 4461 -14
7635 212 1
9664 8096 -9
850 8400 -14
2751 4792 5
8763 9268 -20
6863 2063 19
6885 9645 6
3071 7973 -4
1049 615 15
8481 4847 -18
8179 9611 -8
6287 4262 15
8321 795 5
2888 6265 -17
7950 5862 -14
1029 4736 -1
286 3284 -10
5659 8343 -19
5657 7659 4
9885 6429 20
7787 8616 5
9779 8222 -12
8913 5728 -15
197 9059 -10
9466 4572 9
7134 8521 10
5271 1529 -20
8038 9299 -8
4191 559 -1
3253 591 -18
4827 9754 18
3275 5792 -8
6619 8415 -5
1920 792 5
305 4231 2
4256 1919 -6
4809 7668 -7
7253 458 3
3638 671 18
3529 795 -1
9397 6348 17
4050 1211 -1
3858 9547 20
9957 665 -16
643 675 -13
1562 6141 15
1873 9594 11
5914 4140 -17
7042 7108 -13
9905 556 -12
5059 3169 -8
2057 8944 9
3969 5969 11
7025 5057 -13
8457 3107 13
3054 2221 13
2664 4159 -7
6035 564 5
9966 1683 13
1074 8713 -18
224 8370 13
1502 7246 6
4731 5101 -8
2131 6044 15
6796 7848 12
7776 7531 -2
6658 6899 6
8809 7422 20
5613 2701 -2
3975 5228 -7
5788 6915 -14
2731 7683 -8
4848 3238 -3
5253 920 14
3525 3408 4
6932 6590 10
6206 1424 17
4698 2081 -1
7062 5623 2
1837 2545 -17
9095 1390 8
901 8499 16
9424 6796 -13
7699 1973 5
5854 4285 -6
3782 8495 -11
4742 5359 -12
73 7636 -12
549 343 3
4583 1507 8
4543 8062 -7
1819 8306 -11
8597 5541 17
8698 5292 -8
1649 960 4
7776 5742 -12
112 7613 -20
9955 7050 1
2078 5568 -12
7530 8891 13
1930 6092 -17
5878 2541 9
1748 9944 -19
203 1375 9
7402 1874 -14
1923 3841 -11
5303 9698 15
6133 4819 11
2685 9134 19
130 1966 5
6154 6791 16
484 6758 7
7920 9718 20
74 6011 9
4861 6674 9
6850 355 12
5964 2436 4
90 3606 4
6507 1553 1
3097 4141 20
2837 556 0
5145 4275 9
5285 2986 -20
6790 7050 -10
8300 8075 -9
2707 7410 10
7072 2834 12
4450 1486 14
2086 916 -2
4355 3038 7
8497 8418 1
1123 7579 19
5884 9786 -19
9690 845 -11
3344 2037 -2
8467 6864 12
4084 8621 16
8483 8913 19
5880 7305 7
8305 1381 18
21 7961 20
7682 2444 -8
4423 3745 3
7842 5730 -7
735 8572 16
6517 3262 14
5299 3689 12
2289 9284 -6
7903 3957 13
5191 8663 -17
2799 500 -9
9205 3143 19
6812 5944 -2
5799 2081 12
1469 2677 6
8002 1748 -14
3114 3390 -15
6520 8005 4
4210 4792 19
3092 4759 7
6705 7064 -12
4762 8200 -16
2080 3613 3
9495 629 -3
7871 2897 7
7539 2473 0
4347 407 2
2657 8268 -3
976 5223 4
1649 5284 -9
1921 7921 5
6235 5996 20
4739 8204 6
4134 7953 11
9367 9648 10
5396 8330 -5
3052 6012 -5
4320 3426 -1
6961 9928 -15
995 1929 -8
720 2562 1
7710 7334 0
5886 3466 -14
7838 2940 -18
2354 6414 -19
3029 9727 3
9001 8338 19
7221 9597 -18
2260 149 -1
2858 2902 5
2071 1840 -2
2008 7505 14
2583 6965 -4
8195 7939 -1
1977 5981 -2
5055 1750 18
911 5879 13
3453 1052 -1
2121 2098 17
7842 7051 -10
9829 8756 11
3092 4586 -3
5967 641 19
3311 9294 18
1296 7622 -16
4656 7046 15
6419 1773 19
2225 8045 -5
5351 1797 6
9844 6330 8
8106 9649 4
2736 5154 -2
4292 23 4
6939 352 -5
781 3163 -16
3153 1965 6
2292 540 -8
7600 3316 9
4505 1743 16
3936 968 20
249 6532 -7
614 5439 -18
1816 7022 18
8296 5209 -5
5064 4992 3
8274 7227 -9
6296 8597 4
9952 5411 -5
2179 8759 11
4319 5235 -7
800 4340 -7
5621 1908 1
8281 261 -18
1657 6915 -11
2500 7517 3
8841 6595 17
6430 7336 -2
201 1467 5
8587 6916 17
4799 116 -5
6042 3372 -9
4407 2738 -16
7795 8439 2
7350 6548 12
2036 7917 -13
9896 4669 6
6487 2798 -17
3393 6113 6
3721 4388 -11
6276 4953 -8
1813 2940 -9
2921 6901 -18
8534 5213 -6
3700 1519 6
812 9874 9
6788 3395 -4
5062 1158 11
1887 556 0
3260 2343 14
2929 1767 -9
9316 3395 19
1124 2203 6
3433 6117 -3
28 6737 14
9647 6632 -10
3131 2375 -15
4661 1740 4
9956 9027 -3
8929 7465 9
3707 1905 -3
166 7076 -11
2030 878 -12
7625 5042 18
7763 6698 -12
2243 1585 6
8213 4655 -12
2610 8274 -10
2742 713 19
7778 2111 -13
6582 3267 -14
7693 4533 16
862 1656 -11
6357 6875 -15
4454 5367 6
9522 5882 14
7613 3810 -16
8131 1991 20
9941 4408 9
8630 6168 -3
867 9289 -7
8968 2699 6
9405 660 17
4245 6277 -20
2831 5861 -1
6728 3963 -13
8218 1023 -8
7483 9423 -7
5526 5798 -4
6964 8918 -10
1657 9691 0
4077 4742 5
6306 5634 -1
3477 3743 -7
7606 5113 -4
3502 4620 13
2396 6141 16
7152 406 1
6712 8687 4
1148 2069 -11
6897 2546 -9
9353 6724 -1
7541 1906 -8
2432 728 5
5660 325 19
1909 628 0
7101 912 7
6753 6061 -18
8768 2058 18
8181 5671 -5
6315 6953 -8
8231 4678 -11
7713 4791 14
9336 436 -15
5692 4849 0
4532 907 -11
6087 3004 11
3225 9452 -2
9907 1730 3
3060 8326 -13
5297 5966 -20
2811 7144 9
6098 87 2
946 5617 -5
6795 4301 8
1214 2904 0
3600 6684 -17
995 6367 7
1632 1171 -6
2304 7581 -3
8664 136 16
9023 4271 16
2632 3755 6
7637 1573 20
3635 7110 -17
5286 8915 2
2933 8995 20
5016 128 -15
1914 9837 -8
2729 1971 -1
6019 8242 -6
4009 7490 15
5167 3252 14
1948 2528 -1
6027 2177 -3
160 1257 9
7958 7471 -11
